Timestamp,Duration
Timestamp,Duration
2024-06-06 14:29:54.274195,31 mins
2024-06-06 14:31:54.514684,32 mins
2024-06-06 14:33:54.729014,31 mins
2024-06-06 14:35:54.871262,29 mins
Timestamp,Duration
2024-06-06 14:40:00.189783,30 mins
